employee_id,department,job_family,grade,gender,age_band,location,manager_id,tenure_years,base_salary,bonus_pct,performance_rating,hired_at,terminated_at,notes
E-02123,Sales,Commercial,L2,Male,25-34,Berlin,E-01091,5.5,49700,7.1,Exceeds,2021-11-27,,Grade corrected during the 2023 levelling exercise.
E-02124,Data,Technical,L5,Female,55-64,Warsaw,E-01007,3.6,71000,12.9,Below,2023-06-07,,Salary reviewed off-cycle after a competing offer.
E-02125,Sales,Commercial,L5,Male,35-44,Remote (EU),E-01091,5,83600,8.9,Meets,2021-07-01,2026-11-19,Joined through the Legal acquisition.
E-02126,Marketing,Commercial,L5,Female,35-44,Lisbon,E-01030,4.7,83400,15.9,Meets,2022-11-25,,Grade corrected during the 2021 levelling exercise.
E-02127,Finance,Corporate,L5,Male,45-54,Lisbon,E-01078,3.1,83400,11.3,Meets,2023-07-27,,Grade corrected during the 2021 levelling exercise.
E-02128,Engineering,Technical,L2,Female,25-34,Warsaw,E-01016,0.9,31900,18,Below,2026-09-25,,
E-02129,Finance,Corporate,L2,Male,25-34,Lisbon,E-01067,1.9,42000,19.2,Meets,2025-04-25,,Relocated to Warsaw; package adjusted to local band.
E-02130,Legal,Corporate,L3,Male,35-44,Warsaw,E-01071,0,44800,17.3,Meets,2026-09-05,,Grade corrected during the 2025 levelling exercise.
E-02131,Engineering,Technical,L1,Male,55-64,Podgorica,E-01086,4,24600,15.9,Meets,2022-01-27,,
E-02132,Engineering,Technical,L1,Male,18-24,Remote (EU),E-01089,0.4,34900,5.8,Meets,2026-08-18,,Relocated to Berlin; package adjusted to local band.
E-02133,Engineering,Technical,L3,Male,35-44,Lisbon,E-01020,1.1,43600,19.8,Exceeds,2025-05-08,,On parental leave for part of 2019.
E-02134,Sales,Commercial,L4,Female,35-44,Warsaw,E-01078,1.5,62200,4.9,Exceeds,2025-08-27,,Joined through the Data acquisition.
E-02135,Engineering,Technical,L6,Male,25-34,Berlin,E-01099,1.9,121500,7.1,Meets,2025-05-13,,On parental leave for part of 2025.
E-02136,Engineering,Technical,L2,Male,18-24,Lisbon,E-01028,4.5,38200,6.8,Meets,2022-05-05,,Completed the internal leadership programme.
E-02137,Sales,Commercial,L7,Male,35-44,Berlin,E-01022,0.5,151300,9.6,Outstanding,2026-12-07,,
E-02138,Data,Technical,L3,Female,25-34,Berlin,E-01043,4.2,51600,6,Exceeds,2022-01-22,2026-07-10,Grade corrected during the 2022 levelling exercise.
E-02139,Engineering,Technical,L4,Male,25-34,Lisbon,E-01091,5.4,0,7.7,Meets,2021-02-19,,
E-02140,Engineering,Technical,L2,Female,45-54,Berlin,E-01066,2.2,42300,17.5,Below,2024-11-19,,
E-02141,Engineering,Technical,L6,Male,35-44,Warsaw,E-01017,3.5,103800,8,Exceeds,2023-07-11,,Relocated to Lisbon; package adjusted to local band.
E-02142,Data,Technical,L2,Female,25-34,Remote (EU),E-01027,0.3,36200,4.9,Meets,2026-04-13,,Relocated to Berlin; package adjusted to local band.
E-02143,Data,Technical,L2,Male,25-34,Podgorica,E-01045,1,30600,5.9,Below,2025-02-10,,
E-02144,Engineering,Technical,L6,Male,45-54,Warsaw,E-01046,2.3,96300,11.8,Exceeds,2024-06-02,,Grade corrected during the 2025 levelling exercise.
E-02145,Marketing,Commercial,L4,Female,35-44,Berlin,E-01013,2.8,78500,11.4,Meets,2024-04-05,,Completed the internal leadership programme.
E-02146,People,Corporate,L5,Male,35-44,Lisbon,E-01075,3.6,73500,17.3,Meets,2023-09-20,,Salary reviewed off-cycle after a competing offer.
E-02147,Legal,Corporate,L3,Male,35-44,Berlin,E-01022,10.8,74100,5.1,Meets,2016-06-26,,Completed the internal leadership programme.
E-02148,Sales,Commercial,L4,Female,55-64,Remote (EU),E-01001,3.8,72500,8.6,Meets,2023-09-14,,Joined through the Support acquisition.
E-02149,Engineering,Technical,L5,Female,45-54,Berlin,E-01101,1.2,89900,11.3,Below,2025-02-02,2026-04-12,
E-02150,Support,Operations,L3,Male,45-54,Podgorica,E-01096,3.5,0,17.1,Meets,2023-03-21,2026-06-21,
E-02151,Finance,Corporate,L1,Male,35-44,Warsaw,E-01091,5.5,26100,11.9,Below,2021-10-11,2026-10-04,Completed the internal leadership programme.
E-02152,Engineering,Technical,L4,Female,25-34,Podgorica,E-01082,1,50900,5.1,Meets,2025-02-04,,
E-02153,Engineering,Technical,L3,Male,55-64,Warsaw,E-01050,0.2,43900,3,Meets,2026-12-14,,
E-02154,Engineering,Technical,L3,Female,25-34,Remote (EU),E-01003,1.9,43300,16.4,Meets,2025-06-24,,Joined through the Support acquisition.
E-02155,Marketing,Commercial,L4,Female,35-44,Berlin,E-01104,4.3,76800,10.2,Outstanding,2022-06-22,,Completed the internal leadership programme.
E-02156,Data,Technical,L6,Male,25-34,Lisbon,E-01023,4.3,0,15.5,Meets,2022-11-01,,
E-02157,Engineering,Technical,L3,Male,35-44,Remote (EU),E-01107,1.2,49900,4.9,Below,2025-06-26,,
E-02158,Engineering,Technical,L1,Male,45-54,Remote (EU),E-01041,0.4,34300,15.8,Exceeds,2026-08-07,,Completed the internal leadership programme.
E-02159,People,Corporate,L5,Male,35-44,Berlin,E-01004,5,108200,18.5,Outstanding,2021-01-03,,Completed the internal leadership programme.
E-02160,Engineering,Technical,L3,Male,35-44,Lisbon,E-01109,2.9,51600,3.3,Exceeds,2024-11-13,,Joined through the People acquisition.
E-02161,Engineering,Technical,L4,Male,25-34,Podgorica,E-01043,1.4,49700,17.7,Meets,2025-01-18,,Relocated to Remote (EU); package adjusted to local band.
E-02162,Engineering,Technical,L6,Female,25-34,Remote (EU),E-01081,1.2,104000,12.6,Meets,2025-10-05,,Transferred from Engineering in 2019.
E-02163,Sales,Commercial,L7,Female,25-34,Lisbon,E-01008,3.2,131100,8.6,Exceeds,2023-09-17,2026-09-22,Relocated to Berlin; package adjusted to local band.
E-02164,Engineering,Technical,L1,Female,25-34,Berlin,E-01082,2.3,31500,12.7,Exceeds,2024-01-13,,
E-02165,Support,Operations,L6,Male,25-34,Berlin,E-01072,0.4,135900,7.7,Meets,2026-09-18,,
E-02166,Sales,Commercial,L5,Female,65+,Remote (EU),E-01094,2.8,80000,7.2,Exceeds,2024-03-01,,
E-02167,Sales,Commercial,L7,Male,18-24,Berlin,E-01119,4.7,185700,16.7,Meets,2022-03-02,,
E-02168,Legal,Corporate,L2,Female,18-24,Remote (EU),E-01006,0.7,40700,10.9,Meets,2026-08-11,,Relocated to Lisbon; package adjusted to local band.
E-02169,Engineering,Technical,L3,Female,35-44,Warsaw,E-01083,2.7,41900,8.1,Meets,2024-06-23,,Joined through the Engineering acquisition.
E-02170,Engineering,Technical,L2,Female,45-54,Lisbon,E-01115,6.2,35400,3.6,Meets,2020-10-15,,
E-02171,Marketing,Commercial,L3,Female,25-34,Berlin,E-01089,4.6,56900,12.9,Meets,2022-06-26,,On parental leave for part of 2025.
E-02172,People,Corporate,L5,Female,25-34,Podgorica,E-01049,4.7,61800,11.5,Outstanding,2022-08-12,,On parental leave for part of 2022.
E-02173,Marketing,Commercial,L4,Female,35-44,Remote (EU),E-01018,2.6,54900,15.7,Meets,2024-05-07,,Transferred from Marketing in 2023.
E-02174,Marketing,Commercial,L1,Female,35-44,Berlin,E-01031,3.8,38000,19.9,Outstanding,2023-01-16,,On parental leave for part of 2025.
E-02175,Sales,Commercial,L7,Male,25-34,Warsaw,E-01069,4.2,135400,12.9,Meets,2022-08-22,2025-10-09,Completed the internal leadership programme.
E-02176,Engineering,Technical,L5,Female,35-44,Lisbon,E-01085,3.3,73500,13.3,Meets,2023-11-14,,Grade corrected during the 2021 levelling exercise.
E-02177,Engineering,Technical,L5,Male,25-34,Warsaw,E-01064,0.5,66200,4.4,Meets,2026-02-08,,
E-02178,Data,Technical,L1,Female,45-54,Podgorica,E-01108,0.4,19600,5.5,Meets,2026-08-15,,Transferred from Marketing in 2021.
E-02179,Finance,Corporate,L4,Male,35-44,Remote (EU),E-01011,0.2,65500,14.1,Meets,2026-05-10,,Transferred from Data in 2023.
E-02180,Sales,Commercial,L4,Male,25-34,Warsaw,E-01119,0.7,55200,18.8,Outstanding,2026-09-13,,
E-02181,Engineering,Technical,L3,Male,25-34,Lisbon,E-01017,1.5,47200,19.3,Outstanding,2025-02-27,,Joined through the Sales acquisition.
E-02182,Sales,Commercial,L5,Male,35-44,Warsaw,E-01109,0.2,71200,5.9,Exceeds,2026-11-27,,Relocated to Berlin; package adjusted to local band.
E-02183,Sales,Commercial,L5,Male,65+,Warsaw,E-01030,4.9,76900,4.2,Outstanding,2022-06-12,,Grade corrected during the 2024 levelling exercise.
E-02184,Engineering,Technical,L5,Male,25-34,Berlin,E-01053,14,0,5.8,Meets,2012-03-06,,On parental leave for part of 2023.
E-02185,Engineering,Technical,L5,Female,25-34,Berlin,E-01102,1.8,92600,14.5,Outstanding,2025-07-26,,
E-02186,Support,Operations,L6,Male,45-54,Lisbon,E-01070,1.7,107600,19.8,Meets,2025-05-14,,Transferred from People in 2022.
E-02187,Engineering,Technical,L3,Male,18-24,Remote (EU),E-01012,2.1,65100,10.5,Exceeds,2024-12-24,,Completed the internal leadership programme.
E-02188,Sales,Commercial,L7,Male,35-44,Berlin,E-01082,0,152000,9.3,Outstanding,2026-10-18,,On parental leave for part of 2023.
E-02189,Engineering,Technical,L2,Male,25-34,Remote (EU),E-01072,2.1,44600,6,Meets,2024-11-06,2026-03-16,Completed the internal leadership programme.
E-02190,Finance,Corporate,L2,Male,45-54,Berlin,E-01038,0.8,48100,15.8,Meets,2026-03-25,2025-11-15,Grade corrected during the 2020 levelling exercise.
E-02191,Support,Operations,L1,Male,25-34,Berlin,E-01055,5.6,41700,12.5,Exceeds,2021-01-22,,Relocated to Warsaw; package adjusted to local band.
E-02192,Engineering,Technical,L1,Male,55-64,Berlin,E-01054,2.4,35000,14.4,Exceeds,2024-08-05,,On parental leave for part of 2021.
E-02193,Data,Technical,L4,Female,25-34,Podgorica,E-01062,7.6,49900,3.3,Below,2019-07-27,,Joined through the Sales acquisition.
E-02194,Support,Operations,L4,Male,25-34,Warsaw,E-01055,2.5,59400,17,Meets,2024-12-22,,
E-02195,Engineering,Technical,L2,Male,45-54,Berlin,E-01077,5.3,49300,13,Below,2021-03-15,,
E-02196,People,Corporate,L5,Male,25-34,Remote (EU),E-01113,5.6,86500,6.4,Meets,2021-07-14,2026-03-10,Grade corrected during the 2024 levelling exercise.
E-02197,Sales,Commercial,L1,Female,25-34,Podgorica,E-01062,2.5,20700,12.4,Meets,2024-08-03,,
E-02198,Marketing,Commercial,L4,Male,55-64,Berlin,E-01048,0.9,73600,5.8,Meets,2026-09-23,,Grade corrected during the 2024 levelling exercise.
E-02199,Support,Operations,L5,Male,35-44,Lisbon,E-01110,7.8,79700,10.1,Meets,2019-07-19,2026-07-24,Completed the internal leadership programme.
E-02200,Engineering,Technical,L3,Female,35-44,Remote (EU),E-01065,1.7,50600,6,Outstanding,2025-05-23,2025-05-13,Relocated to Warsaw; package adjusted to local band.
E-02201,Marketing,Commercial,L6,Male,35-44,Lisbon,E-01000,0.8,110400,15.5,Exceeds,2026-01-08,,Relocated to Warsaw; package adjusted to local band.
E-02202,Engineering,Technical,L3,Female,35-44,Remote (EU),E-01113,4,51000,10.9,Meets,2022-11-07,2026-02-11,
E-02203,Engineering,Technical,L3,Female,35-44,Berlin,E-01104,0.7,57400,10.1,Meets,2026-01-02,,Completed the internal leadership programme.
E-02204,Engineering,Technical,L7,Male,25-34,Warsaw,E-01085,2.8,113700,19.9,Exceeds,2024-06-06,,Transferred from Data in 2023.
E-02205,Legal,Corporate,L3,Female,25-34,Warsaw,E-01052,1.4,45500,6.3,Meets,2025-02-21,,
E-02206,Marketing,Commercial,L2,Female,35-44,Lisbon,E-01044,0.3,35500,3.9,Exceeds,2026-01-07,,
E-02207,Support,Operations,L3,Male,25-34,Podgorica,E-01096,0.5,38000,3.8,Exceeds,2026-06-18,,Completed the internal leadership programme.
E-02208,People,Corporate,L6,Female,35-44,Berlin,E-01044,3.8,88500,13.9,Exceeds,2023-10-15,,Grade corrected during the 2023 levelling exercise.
E-02209,Sales,Commercial,L4,Female,18-24,Remote (EU),E-01007,0.5,65800,3.3,Meets,2026-03-04,,Completed the internal leadership programme.
E-02210,Support,Operations,L4,Male,35-44,Remote (EU),E-01090,2.8,70500,11,Exceeds,2024-11-04,,
E-02211,Finance,Corporate,L5,Female,25-34,Remote (EU),E-01116,9.6,102200,14.6,Outstanding,2017-05-16,,Relocated to Warsaw; package adjusted to local band.
E-02212,Sales,Commercial,L2,Female,25-34,Warsaw,E-01068,2.4,31600,5,Exceeds,2024-09-06,,Grade corrected during the 2021 levelling exercise.
E-02213,People,Corporate,L3,Male,45-54,Berlin,E-01081,0.1,59200,4.5,Meets,2026-09-03,,
E-02214,People,Corporate,L5,Female,35-44,Warsaw,E-01114,0.5,60100,11,Exceeds,2026-11-21,,
E-02215,Marketing,Commercial,L3,Female,25-34,Remote (EU),E-01093,3.5,51600,16.9,Exceeds,2023-07-20,,On parental leave for part of 2022.
E-02216,Marketing,Commercial,L1,Female,25-34,Lisbon,E-01102,6.5,27300,6.6,Outstanding,2020-05-18,,Relocated to Remote (EU); package adjusted to local band.
E-02217,Sales,Commercial,L1,Female,25-34,Berlin,E-01062,6.4,36500,13.2,Outstanding,2020-10-21,,
E-02218,Legal,Corporate,L3,Female,35-44,Podgorica,E-01066,0.3,34700,4.2,Meets,2026-04-08,,On parental leave for part of 2022.
E-02219,Engineering,Technical,L7,Male,25-34,Berlin,E-01089,4.8,168800,17.6,Exceeds,2022-11-27,,Salary reviewed off-cycle after a competing offer.
E-02220,Support,Operations,L4,Female,45-54,Warsaw,E-01054,1.7,55400,14.1,Exceeds,2025-08-28,,
E-02221,Data,Technical,L2,Female,35-44,Berlin,E-01051,0.1,42900,13.1,Exceeds,2026-12-11,,Joined through the Engineering acquisition.
E-02222,Finance,Corporate,L6,Male,35-44,Warsaw,E-01084,0.7,96300,11.1,Exceeds,2026-11-11,,
E-02223,Marketing,Commercial,L4,Male,25-34,Lisbon,E-01049,2.5,55000,19.3,Exceeds,2024-11-02,2026-06-16,Transferred from Legal in 2025.
E-02224,Data,Technical,L4,Female,35-44,Remote (EU),E-01090,5.7,57700,8.2,Exceeds,2021-11-18,2026-12-21,Grade corrected during the 2021 levelling exercise.
E-02225,Legal,Corporate,L6,Male,25-34,Berlin,E-01003,0,126300,8.2,Exceeds,2026-07-05,,
E-02226,Data,Technical,L5,Male,45-54,Remote (EU),E-01009,3.1,98300,4.8,Meets,2023-05-26,,Relocated to Lisbon; package adjusted to local band.
E-02227,Marketing,Commercial,L5,Female,25-34,Warsaw,E-01046,2.3,65200,8.2,Exceeds,2024-11-27,2026-09-11,Grade corrected during the 2021 levelling exercise.
E-02228,Finance,Corporate,L4,Male,45-54,Remote (EU),E-01081,0.6,76100,9.3,Exceeds,2026-01-25,,
E-02229,Engineering,Technical,L4,Male,45-54,Lisbon,E-01033,1.9,63700,12.4,Meets,2025-08-27,,Grade corrected during the 2023 levelling exercise.
E-02230,Sales,Commercial,L3,Male,45-54,Berlin,E-01103,0.3,65200,18.5,Below,2026-07-13,,On parental leave for part of 2022.
E-02231,Support,Operations,L3,Male,25-34,Podgorica,E-01041,3.3,37000,4.8,Meets,2023-02-10,,Transferred from Data in 2022.
E-02232,Marketing,Commercial,L2,Female,45-54,Warsaw,E-01051,0.7,32600,3.5,Below,2026-11-23,,
E-02233,Data,Technical,L4,Male,35-44,Berlin,E-01094,0.6,75600,7,Meets,2026-04-15,,
E-02234,Engineering,Technical,L2,Male,65+,Berlin,E-01031,1.4,47100,3.6,Exceeds,2025-07-07,2026-02-27,Joined through the Data acquisition.
E-02235,Sales,Commercial,L5,Male,25-34,Lisbon,E-01027,5.4,82900,14.6,Exceeds,2021-12-08,,
E-02236,Data,Technical,L7,Male,45-54,Podgorica,E-01006,4.4,98900,17.3,Below,2022-02-03,,Salary reviewed off-cycle after a competing offer.
E-02237,People,Corporate,L3,Male,35-44,Berlin,E-01096,0.1,64500,11.5,Meets,2026-05-27,,Grade corrected during the 2021 levelling exercise.
E-02238,Engineering,Technical,L5,Male,25-34,Lisbon,E-01066,0.7,79900,20,Exceeds,2026-06-22,,
E-02239,Marketing,Commercial,L1,Male,35-44,Warsaw,E-01117,5.8,30100,17.6,Exceeds,2021-02-24,,Transferred from Data in 2020.
E-02240,Engineering,Technical,L5,Male,45-54,Remote (EU),E-01021,0.7,92500,15.1,Meets,2026-08-21,,Grade corrected during the 2025 levelling exercise.
E-02241,Engineering,Technical,L5,Male,25-34,Remote (EU),E-01075,3.7,85700,14.4,Meets,2023-10-13,,Transferred from Engineering in 2022.
E-02242,Support,Operations,L4,Male,35-44,Warsaw,E-01060,5.9,54200,13.9,Outstanding,2021-08-27,,Transferred from Finance in 2025.
E-02243,Finance,Corporate,L3,Female,18-24,Warsaw,E-01034,1.8,39100,5.2,Meets,2025-03-21,2026-09-08,Joined through the Support acquisition.
E-02244,Engineering,Technical,L5,Male,25-34,Remote (EU),E-01047,3,85400,14.5,Meets,2023-09-12,,Salary reviewed off-cycle after a competing offer.
E-02245,Sales,Commercial,L4,Male,25-34,Lisbon,E-01072,1.8,59200,8.1,Meets,2025-12-08,,Completed the internal leadership programme.
E-02246,People,Corporate,L2,Female,18-24,Remote (EU),E-01015,0.6,41500,5.7,Meets,2026-10-18,2025-02-03,On parental leave for part of 2019.
E-02247,Finance,Corporate,L3,Male,25-34,Warsaw,E-01012,4.6,45500,16.1,Meets,2022-06-27,,
E-02248,Sales,Commercial,L6,Female,25-34,Berlin,E-01117,0.2,126100,10.2,Outstanding,2026-05-15,2026-11-15,On parental leave for part of 2019.
E-02249,Support,Operations,L3,Female,35-44,Berlin,E-01034,4.8,57900,12.3,Below,2022-01-12,,Salary reviewed off-cycle after a competing offer.
E-02250,Engineering,Technical,L3,Female,25-34,Podgorica,E-01033,0,35900,17.9,Meets,2026-02-19,,
E-02251,Engineering,Technical,L3,Female,35-44,Remote (EU),E-01104,5.5,57000,4.5,Meets,2021-08-15,,Salary reviewed off-cycle after a competing offer.
E-02252,Data,Technical,L7,Male,25-34,Berlin,E-01009,5.9,167700,11.7,Exceeds,2021-08-08,,Relocated to Remote (EU); package adjusted to local band.
E-02253,Sales,Commercial,L5,Female,35-44,Remote (EU),E-01098,1.2,74200,13.5,Exceeds,2025-04-20,,Relocated to Warsaw; package adjusted to local band.
E-02254,Sales,Commercial,L3,Female,25-34,Podgorica,E-01063,3.8,32900,16.9,Meets,2023-06-23,,
E-02255,Data,Technical,L4,Male,35-44,Lisbon,E-01005,5.4,73200,7.2,Exceeds,2021-03-11,,Salary reviewed off-cycle after a competing offer.
E-02256,Engineering,Technical,L4,Female,45-54,Remote (EU),E-01074,3,60600,8.3,Below,2023-10-13,,
E-02257,Engineering,Technical,L3,Female,35-44,Podgorica,E-01114,1.5,33800,10.8,Meets,2025-06-09,,Joined through the Finance acquisition.
E-02258,Support,Operations,L4,Female,25-34,Warsaw,E-01104,6.8,54400,14.4,Exceeds,2020-12-23,,Completed the internal leadership programme.
E-02259,Sales,Commercial,L1,Female,35-44,Podgorica,E-01021,2.3,21400,15.5,Meets,2024-01-02,,On parental leave for part of 2025.
E-02260,Sales,Commercial,L4,Male,45-54,Berlin,E-01108,0.2,79600,5.2,Exceeds,2026-04-10,,On parental leave for part of 2023.
E-02261,Engineering,Technical,L1,Female,35-44,Berlin,E-01026,3.4,37400,15.2,Meets,2023-07-19,,Completed the internal leadership programme.
E-02262,Finance,Corporate,L3,Female,55-64,Podgorica,E-01098,3.2,40200,11.4,Meets,2023-07-20,,Relocated to Remote (EU); package adjusted to local band.
E-02263,Engineering,Technical,L3,Male,25-34,Remote (EU),E-01044,3.8,63000,3.2,Meets,2023-12-16,2026-11-20,
E-02264,Marketing,Commercial,L3,Male,25-34,Remote (EU),E-01028,5.6,54000,14.5,Meets,2021-04-10,,Grade corrected during the 2025 levelling exercise.
E-02265,Sales,Commercial,L3,Female,35-44,Podgorica,E-01048,5.3,36900,6.1,Exceeds,2021-02-27,,
E-02266,People,Corporate,L2,Female,35-44,Warsaw,E-01070,0.8,0,11.5,Exceeds,2026-10-22,,Transferred from Sales in 2021.
E-02267,Engineering,Technical,L5,Female,35-44,Berlin,E-01012,0.8,83600,17.6,Meets,2026-05-01,,Relocated to Warsaw; package adjusted to local band.
E-02268,Engineering,Technical,L5,Male,35-44,Warsaw,E-01023,1,77900,4.2,Meets,2025-06-02,,
E-02269,Engineering,Technical,L5,Male,25-34,Podgorica,E-01049,0.8,62600,11.4,Meets,2026-06-25,,On parental leave for part of 2025.
E-02270,Engineering,Technical,L1,Female,35-44,Warsaw,E-01076,6.4,25300,17.1,Meets,2020-02-15,,Transferred from People in 2019.
E-02271,Support,Operations,L5,Female,35-44,Berlin,E-01001,1.8,96400,10.4,Exceeds,2025-12-16,,Transferred from Legal in 2024.
E-02272,Legal,Corporate,L7,Male,35-44,Podgorica,E-01071,2.1,96200,5.6,Meets,2024-02-01,,Salary reviewed off-cycle after a competing offer.
E-02273,Engineering,Technical,L3,Female,25-34,Podgorica,E-01089,2.4,41400,9.4,Meets,2024-01-27,2025-05-16,Grade corrected during the 2022 levelling exercise.
E-02274,Legal,Corporate,L6,Female,25-34,Remote (EU),E-01092,0.8,108200,11,Meets,2026-10-09,,
E-02275,Data,Technical,L2,Male,35-44,Berlin,E-01090,9.1,50200,14.7,Meets,2017-03-13,,Transferred from Legal in 2023.
E-02276,Engineering,Technical,L1,Male,55-64,Podgorica,E-01040,1.5,21000,5.3,Exceeds,2025-06-28,,Completed the internal leadership programme.
E-02277,Engineering,Technical,L1,Male,25-34,Remote (EU),E-01071,0.2,36200,16.2,Exceeds,2026-02-01,,
E-02278,Support,Operations,L6,Male,35-44,Remote (EU),E-01032,3.3,107700,10.6,Meets,2023-12-08,,
E-02279,Engineering,Technical,L4,Male,35-44,Berlin,E-01008,8.1,79700,7.8,Exceeds,2018-05-28,,Salary reviewed off-cycle after a competing offer.
E-02280,Finance,Corporate,L4,Female,45-54,Lisbon,E-01025,3.7,56900,5,Exceeds,2023-09-21,,Joined through the Marketing acquisition.
E-02281,Engineering,Technical,L3,Male,25-34,Lisbon,E-01099,0.1,50900,16.3,Exceeds,2026-12-27,,
E-02282,Support,Operations,L6,Female,45-54,Lisbon,E-01119,5,107700,17.2,Meets,2021-05-03,,Completed the internal leadership programme.
E-02283,Engineering,Technical,L3,Male,25-34,Berlin,E-01065,3.5,62800,17.5,Meets,2023-03-14,,Transferred from People in 2025.
E-02284,Engineering,Technical,L3,Male,35-44,Podgorica,E-01084,0.4,37500,15.9,Meets,2026-12-02,,Transferred from Sales in 2020.
E-02285,Legal,Corporate,L4,Male,35-44,Warsaw,E-01067,1.3,63300,17.7,Below,2025-04-21,,
E-02286,Engineering,Technical,L4,Male,25-34,Warsaw,E-01103,2.5,61000,15.7,Meets,2024-10-20,,
E-02287,Data,Technical,L5,Female,35-44,Remote (EU),E-01075,2.2,79800,3.1,Meets,2024-02-09,2025-08-01,Grade corrected during the 2023 levelling exercise.
E-02288,Engineering,Technical,L7,Male,25-34,Warsaw,E-01042,2.1,139500,7.2,Exceeds,2024-12-20,,Completed the internal leadership programme.
E-02289,Marketing,Commercial,L3,Female,35-44,Remote (EU),E-01039,0.8,47200,13,Meets,2026-01-22,,Joined through the Legal acquisition.
E-02290,Engineering,Technical,L1,Female,25-34,Podgorica,E-01007,1.8,24600,18.9,Below,2025-03-01,,Joined through the Data acquisition.
E-02291,Finance,Corporate,L3,Male,25-34,Remote (EU),E-01116,3.4,49600,8.3,Exceeds,2023-12-27,,
E-02292,Data,Technical,L4,Male,35-44,Warsaw,E-01070,0.1,54300,7.9,Meets,2026-08-15,,Relocated to Lisbon; package adjusted to local band.
E-02293,Marketing,Commercial,L1,Male,35-44,Warsaw,E-01010,6.4,29600,10.6,Meets,2020-06-13,2026-11-17,
E-02294,Support,Operations,L3,Male,18-24,Remote (EU),E-01065,5.4,58200,17.5,Meets,2021-12-12,,Grade corrected during the 2023 levelling exercise.
E-02295,Engineering,Technical,L7,Male,45-54,Berlin,E-01009,1.2,166900,7.5,Meets,2025-04-11,,Salary reviewed off-cycle after a competing offer.
E-02296,Support,Operations,L2,Female,35-44,Podgorica,E-01012,2,27900,13.1,Meets,2024-04-01,,
E-02297,Sales,Commercial,L6,Male,25-34,Berlin,E-01020,1.5,118700,9.7,Meets,2025-02-16,,Joined through the Finance acquisition.
E-02298,Sales,Commercial,L3,Male,18-24,Berlin,E-01021,4.5,58600,13,Meets,2022-03-11,,
E-02299,Engineering,Technical,L1,Female,35-44,Remote (EU),E-01084,4.1,28200,18.8,Exceeds,2022-03-19,,Joined through the People acquisition.
E-02300,Engineering,Technical,L4,Male,25-34,Warsaw,E-01032,0.3,57200,18.1,Meets,2026-09-25,,
E-02301,People,Corporate,L7,Male,25-34,Warsaw,E-01093,4.3,135000,13.3,Exceeds,2022-04-27,2025-02-18,Joined through the Finance acquisition.
E-02302,People,Corporate,L3,Male,55-64,Berlin,E-01110,0.4,70900,4.8,Meets,2026-03-21,,
E-02303,Engineering,Technical,L5,Female,25-34,Warsaw,E-01067,0.9,56900,8.4,Meets,2026-04-16,,Grade corrected during the 2025 levelling exercise.
E-02304,Engineering,Technical,L3,Male,25-34,Berlin,E-01093,2,51700,11.9,Meets,2024-02-09,,Completed the internal leadership programme.
E-02305,Engineering,Technical,L1,Female,45-54,Remote (EU),E-01091,3.9,32000,10,Exceeds,2023-08-18,,
E-02306,Finance,Corporate,L3,Male,35-44,Lisbon,E-01102,3.5,50700,12.5,Outstanding,2023-05-11,,Relocated to Warsaw; package adjusted to local band.
E-02307,Sales,Commercial,L1,Female,45-54,Lisbon,E-01063,1.9,28500,5.8,Outstanding,2025-03-10,,On parental leave for part of 2019.
E-02308,Engineering,Technical,L1,Female,25-34,Lisbon,E-01023,6.4,30300,16.8,Exceeds,2020-04-28,2026-02-09,Grade corrected during the 2019 levelling exercise.
E-02309,Support,Operations,L4,Male,55-64,Lisbon,E-01050,2.2,67200,17.5,Exceeds,2024-02-16,,Completed the internal leadership programme.
E-02310,Engineering,Technical,L4,Male,25-34,Berlin,E-01065,1.8,73300,7.7,Outstanding,2025-12-18,,Joined through the Support acquisition.
E-02311,Engineering,Technical,L5,Male,45-54,Berlin,E-01040,2.2,105200,11.5,Exceeds,2024-09-10,,Salary reviewed off-cycle after a competing offer.
E-02312,Engineering,Technical,L2,Female,45-54,Remote (EU),E-01078,1.1,40100,13.1,Meets,2025-10-22,2026-04-22,Relocated to Warsaw; package adjusted to local band.
E-02313,Data,Technical,L4,Male,25-34,Berlin,E-01071,8.2,81400,15.5,Below,2018-10-19,,Grade corrected during the 2023 levelling exercise.
E-02314,Sales,Commercial,L4,Male,18-24,Berlin,E-01059,3.6,77800,7.5,Below,2023-11-03,,On parental leave for part of 2020.
E-02315,Support,Operations,L4,Male,35-44,Remote (EU),E-01021,1.2,71000,6.7,Meets,2025-01-13,,Completed the internal leadership programme.
E-02316,Support,Operations,L6,Male,25-34,Berlin,E-01087,0.1,129900,10.1,Meets,2026-11-08,,On parental leave for part of 2022.
E-02317,Finance,Corporate,L3,Female,25-34,Lisbon,E-01020,4.2,51300,8,Exceeds,2022-12-19,,
E-02318,Sales,Commercial,L5,Male,35-44,Warsaw,E-01043,5.5,70600,16.7,Meets,2021-06-12,,On parental leave for part of 2022.
E-02319,Marketing,Commercial,L4,Female,25-34,Berlin,E-01073,6.2,76500,17.8,Meets,2020-10-25,,Transferred from People in 2023.
E-02320,Engineering,Technical,L4,Male,35-44,Lisbon,E-01017,0.3,64300,9.9,Exceeds,2026-02-20,,
